,pattern,user-timestamp,pattern-length,pattern-frequency
86,"ModeChange,SetCameraView,ModeChange,SetCameraView,ModeChange,SetCameraView",4ouIFzngZ7P3RrKC6tvuM9Anw2i1:1601505949297;AjGG1Sd6OFOHeBnc6EUAcBmujnn1:1601668082561;GYCKbAFDDSMaBvGvGA2nnxMX6Tj2:1601679749845;J4Om8tbxZzYjgjRQn8JExHstuIt1:1601840397440;WhSifplf1lVOhFAtebSbLKm6XD43:1601491166922;bNxjjnUzhOcdws3RM79iM6QTXdm2:1601855477275;bNxjjnUzhOcdws3RM79iM6QTXdm2:1601860117207;bNxjjnUzhOcdws3RM79iM6QTXdm2:1601861129194;bNxjjnUzhOcdws3RM79iM6QTXdm2:1601861151381;dUL4ELLXlcPFUmGKA8vw9yhDPsN2:1601751730866;eromme8ZjsdqvHMY3joZZCT8FYx2:1601846019868;i0lfuYvLE9c9SaySS0HUaKhaj1z2:1601603468201;sbYKJHjDTxfRDcukcWU1TdJPjQe2:1601424769682;sbYKJHjDTxfRDcukcWU1TdJPjQe2:1601425650699;sbYKJHjDTxfRDcukcWU1TdJPjQe2:1601425796158;sbYKJHjDTxfRDcukcWU1TdJPjQe2:1601428289637;sbYKJHjDTxfRDcukcWU1TdJPjQe2:1601428672148;sbYKJHjDTxfRDcukcWU1TdJPjQe2:1601429300209;,6,18
87,"LiftDown,ModeChange,GripperClose,ModeChange,LiftUp",4ouIFzngZ7P3RrKC6tvuM9Anw2i1:1601506775878;4ouIFzngZ7P3RrKC6tvuM9Anw2i1:1601508460486;AjGG1Sd6OFOHeBnc6EUAcBmujnn1:1601667061588;AjGG1Sd6OFOHeBnc6EUAcBmujnn1:1601671020582;AjGG1Sd6OFOHeBnc6EUAcBmujnn1:1601671264367;GYCKbAFDDSMaBvGvGA2nnxMX6Tj2:1601681460561;GYCKbAFDDSMaBvGvGA2nnxMX6Tj2:1601682398644;J4Om8tbxZzYjgjRQn8JExHstuIt1:1601840728486;J4Om8tbxZzYjgjRQn8JExHstuIt1:1601841457869;WhSifplf1lVOhFAtebSbLKm6XD43:1601494245125;WhSifplf1lVOhFAtebSbLKm6XD43:1601495441882;WhSifplf1lVOhFAtebSbLKm6XD43:1601495696738;WhSifplf1lVOhFAtebSbLKm6XD43:1601495769851;YaRdRSyPx7Z9By3xHIftrhOvUPG3:1601835341615;bNxjjnUzhOcdws3RM79iM6QTXdm2:1601858918499;dUL4ELLXlcPFUmGKA8vw9yhDPsN2:1601745415219;eromme8ZjsdqvHMY3joZZCT8FYx2:1601846647223;eromme8ZjsdqvHMY3joZZCT8FYx2:1601847227379;eromme8ZjsdqvHMY3joZZCT8FYx2:1601848741799;eromme8ZjsdqvHMY3joZZCT8FYx2:1601849246700;,5,20
88,"MoveForward,TurnLeft,ModeChange,SetCameraView,ModeChange",GYCKbAFDDSMaBvGvGA2nnxMX6Tj2:1601683865274;J4Om8tbxZzYjgjRQn8JExHstuIt1:1601839767418;J4Om8tbxZzYjgjRQn8JExHstuIt1:1601840405359;WhSifplf1lVOhFAtebSbLKm6XD43:1601492213046;WhSifplf1lVOhFAtebSbLKm6XD43:1601492855010;WhSifplf1lVOhFAtebSbLKm6XD43:1601493451815;WhSifplf1lVOhFAtebSbLKm6XD43:1601496581424;YaRdRSyPx7Z9By3xHIftrhOvUPG3:1601835088561;YaRdRSyPx7Z9By3xHIftrhOvUPG3:1601835271771;YaRdRSyPx7Z9By3xHIftrhOvUPG3:1601835413232;bNxjjnUzhOcdws3RM79iM6QTXdm2:1601857424209;bNxjjnUzhOcdws3RM79iM6QTXdm2:1601857483181;bNxjjnUzhOcdws3RM79iM6QTXdm2:1601859052748;bNxjjnUzhOcdws3RM79iM6QTXdm2:1601861095551;eromme8ZjsdqvHMY3joZZCT8FYx2:1601846248773;eromme8ZjsdqvHMY3joZZCT8FYx2:1601847154946;sbYKJHjDTxfRDcukcWU1TdJPjQe2:1601427102662;sbYKJHjDTxfRDcukcWU1TdJPjQe2:1601427309016;sbYKJHjDTxfRDcukcWU1TdJPjQe2:1601427926875;sbYKJHjDTxfRDcukcWU1TdJPjQe2:1601429907621;,5,20
89,"SetCameraView,ModeChange,SetCameraView,ModeChange,SetCameraView",4ouIFzngZ7P3RrKC6tvuM9Anw2i1:1601505951173;AjGG1Sd6OFOHeBnc6EUAcBmujnn1:1601668084186;GYCKbAFDDSMaBvGvGA2nnxMX6Tj2:1601679775329;J4Om8tbxZzYjgjRQn8JExHstuIt1:1601840398440;J4Om8tbxZzYjgjRQn8JExHstuIt1:1601841712268;WhSifplf1lVOhFAtebSbLKm6XD43:1601491147114;bNxjjnUzhOcdws3RM79iM6QTXdm2:1601855481722;bNxjjnUzhOcdws3RM79iM6QTXdm2:1601855551095;bNxjjnUzhOcdws3RM79iM6QTXdm2:1601860118924;bNxjjnUzhOcdws3RM79iM6QTXdm2:1601861130037;bNxjjnUzhOcdws3RM79iM6QTXdm2:1601861152164;bNxjjnUzhOcdws3RM79iM6QTXdm2:1601861199946;dUL4ELLXlcPFUmGKA8vw9yhDPsN2:1601751643326;dUL4ELLXlcPFUmGKA8vw9yhDPsN2:1601751733567;eromme8ZjsdqvHMY3joZZCT8FYx2:1601846026619;i0lfuYvLE9c9SaySS0HUaKhaj1z2:1601603469649;sbYKJHjDTxfRDcukcWU1TdJPjQe2:1601424777285;sbYKJHjDTxfRDcukcWU1TdJPjQe2:1601425704267;sbYKJHjDTxfRDcukcWU1TdJPjQe2:1601425797959;sbYKJHjDTxfRDcukcWU1TdJPjQe2:1601428293889;sbYKJHjDTxfRDcukcWU1TdJPjQe2:1601428669298;sbYKJHjDTxfRDcukcWU1TdJPjQe2:1601429301909;sbYKJHjDTxfRDcukcWU1TdJPjQe2:1601429675421;,5,23
90,"MoveForward,TurnLeft,ModeChange,SetCameraView",GYCKbAFDDSMaBvGvGA2nnxMX6Tj2:1601681311035;GYCKbAFDDSMaBvGvGA2nnxMX6Tj2:1601683865274;GYCKbAFDDSMaBvGvGA2nnxMX6Tj2:1601684171128;J4Om8tbxZzYjgjRQn8JExHstuIt1:1601839767418;J4Om8tbxZzYjgjRQn8JExHstuIt1:1601840405359;WhSifplf1lVOhFAtebSbLKm6XD43:1601492053717;WhSifplf1lVOhFAtebSbLKm6XD43:1601492213046;WhSifplf1lVOhFAtebSbLKm6XD43:1601492855010;WhSifplf1lVOhFAtebSbLKm6XD43:1601493451815;WhSifplf1lVOhFAtebSbLKm6XD43:1601494339817;WhSifplf1lVOhFAtebSbLKm6XD43:1601496581424;YaRdRSyPx7Z9By3xHIftrhOvUPG3:1601835088561;YaRdRSyPx7Z9By3xHIftrhOvUPG3:1601835271771;YaRdRSyPx7Z9By3xHIftrhOvUPG3:1601835413232;YaRdRSyPx7Z9By3xHIftrhOvUPG3:1601835573365;YaRdRSyPx7Z9By3xHIftrhOvUPG3:1601835927275;bNxjjnUzhOcdws3RM79iM6QTXdm2:1601856952120;bNxjjnUzhOcdws3RM79iM6QTXdm2:1601857424209;bNxjjnUzhOcdws3RM79iM6QTXdm2:1601857483181;bNxjjnUzhOcdws3RM79iM6QTXdm2:1601858107021;bNxjjnUzhOcdws3RM79iM6QTXdm2:1601859052748;bNxjjnUzhOcdws3RM79iM6QTXdm2:1601861095551;eromme8ZjsdqvHMY3joZZCT8FYx2:1601846248773;eromme8ZjsdqvHMY3joZZCT8FYx2:1601847154946;eromme8ZjsdqvHMY3joZZCT8FYx2:1601848820518;eromme8ZjsdqvHMY3joZZCT8FYx2:1601849289315;sbYKJHjDTxfRDcukcWU1TdJPjQe2:1601427102662;sbYKJHjDTxfRDcukcWU1TdJPjQe2:1601427309016;sbYKJHjDTxfRDcukcWU1TdJPjQe2:1601427926875;sbYKJHjDTxfRDcukcWU1TdJPjQe2:1601429907621;,4,30
91,"ModeChange,GripperClose,ModeChange,LiftUp",4ouIFzngZ7P3RrKC6tvuM9Anw2i1:1601506785045;4ouIFzngZ7P3RrKC6tvuM9Anw2i1:1601508465314;4ouIFzngZ7P3RrKC6tvuM9Anw2i1:1601511667245;AjGG1Sd6OFOHeBnc6EUAcBmujnn1:1601667070043;AjGG1Sd6OFOHeBnc6EUAcBmujnn1:1601669170513;AjGG1Sd6OFOHeBnc6EUAcBmujnn1:1601671023863;AjGG1Sd6OFOHeBnc6EUAcBmujnn1:1601671270887;GYCKbAFDDSMaBvGvGA2nnxMX6Tj2:1601681468416;GYCKbAFDDSMaBvGvGA2nnxMX6Tj2:1601682402232;GYCKbAFDDSMaBvGvGA2nnxMX6Tj2:1601684041718;J4Om8tbxZzYjgjRQn8JExHstuIt1:1601840680979;J4Om8tbxZzYjgjRQn8JExHstuIt1:1601840735326;J4Om8tbxZzYjgjRQn8JExHstuIt1:1601841399796;J4Om8tbxZzYjgjRQn8JExHstuIt1:1601841470785;J4Om8tbxZzYjgjRQn8JExHstuIt1:1601842534946;WhSifplf1lVOhFAtebSbLKm6XD43:1601491645041;WhSifplf1lVOhFAtebSbLKm6XD43:1601494252738;WhSifplf1lVOhFAtebSbLKm6XD43:1601495448539;WhSifplf1lVOhFAtebSbLKm6XD43:1601495701786;WhSifplf1lVOhFAtebSbLKm6XD43:1601495774255;YaRdRSyPx7Z9By3xHIftrhOvUPG3:1601835346452;YaRdRSyPx7Z9By3xHIftrhOvUPG3:1601835802168;bNxjjnUzhOcdws3RM79iM6QTXdm2:1601858929680;bNxjjnUzhOcdws3RM79iM6QTXdm2:1601860393655;bNxjjnUzhOcdws3RM79iM6QTXdm2:1601861017497;dUL4ELLXlcPFUmGKA8vw9yhDPsN2:1601745418134;eromme8ZjsdqvHMY3joZZCT8FYx2:1601846651543;eromme8ZjsdqvHMY3joZZCT8FYx2:1601847232300;eromme8ZjsdqvHMY3joZZCT8FYx2:1601848745407;eromme8ZjsdqvHMY3joZZCT8FYx2:1601849150536;eromme8ZjsdqvHMY3joZZCT8FYx2:1601849252686;,4,31
92,"ModeChange,SetCameraView,ModeChange,TurnLeft",4ouIFzngZ7P3RrKC6tvuM9Anw2i1:1601511355678;GYCKbAFDDSMaBvGvGA2nnxMX6Tj2:1601680758677;GYCKbAFDDSMaBvGvGA2nnxMX6Tj2:1601682525529;GYCKbAFDDSMaBvGvGA2nnxMX6Tj2:1601683870838;J4Om8tbxZzYjgjRQn8JExHstuIt1:1601839791084;J4Om8tbxZzYjgjRQn8JExHstuIt1:1601840420954;J4Om8tbxZzYjgjRQn8JExHstuIt1:1601840539281;J4Om8tbxZzYjgjRQn8JExHstuIt1:1601840641298;J4Om8tbxZzYjgjRQn8JExHstuIt1:1601841185291;J4Om8tbxZzYjgjRQn8JExHstuIt1:1601841606990;J4Om8tbxZzYjgjRQn8JExHstuIt1:1601842448085;J4Om8tbxZzYjgjRQn8JExHstuIt1:1601842703681;WhSifplf1lVOhFAtebSbLKm6XD43:1601494955225;YaRdRSyPx7Z9By3xHIftrhOvUPG3:1601835283251;bNxjjnUzhOcdws3RM79iM6QTXdm2:1601856664239;bNxjjnUzhOcdws3RM79iM6QTXdm2:1601857437959;bNxjjnUzhOcdws3RM79iM6QTXdm2:1601857491996;bNxjjnUzhOcdws3RM79iM6QTXdm2:1601859072248;bNxjjnUzhOcdws3RM79iM6QTXdm2:1601859119560;bNxjjnUzhOcdws3RM79iM6QTXdm2:1601859887394;bNxjjnUzhOcdws3RM79iM6QTXdm2:1601860287693;bNxjjnUzhOcdws3RM79iM6QTXdm2:1601861112801;eromme8ZjsdqvHMY3joZZCT8FYx2:1601847020278;sbYKJHjDTxfRDcukcWU1TdJPjQe2:1601425878185;sbYKJHjDTxfRDcukcWU1TdJPjQe2:1601426436397;sbYKJHjDTxfRDcukcWU1TdJPjQe2:1601426957459;sbYKJHjDTxfRDcukcWU1TdJPjQe2:1601427313316;sbYKJHjDTxfRDcukcWU1TdJPjQe2:1601428080082;sbYKJHjDTxfRDcukcWU1TdJPjQe2:1601428427191;sbYKJHjDTxfRDcukcWU1TdJPjQe2:1601429059204;sbYKJHjDTxfRDcukcWU1TdJPjQe2:1601429657920;sbYKJHjDTxfRDcukcWU1TdJPjQe2:1601429868381;sbYKJHjDTxfRDcukcWU1TdJPjQe2:1601429953514;sbYKJHjDTxfRDcukcWU1TdJPjQe2:1601430466795;sbYKJHjDTxfRDcukcWU1TdJPjQe2:1601430624098;,4,35
93,"LiftDown,ModeChange,GripperClose,ModeChange",4ouIFzngZ7P3RrKC6tvuM9Anw2i1:1601506775878;4ouIFzngZ7P3RrKC6tvuM9Anw2i1:1601508460486;4ouIFzngZ7P3RrKC6tvuM9Anw2i1:1601510472942;AjGG1Sd6OFOHeBnc6EUAcBmujnn1:1601666977045;AjGG1Sd6OFOHeBnc6EUAcBmujnn1:1601667061588;AjGG1Sd6OFOHeBnc6EUAcBmujnn1:1601671020582;AjGG1Sd6OFOHeBnc6EUAcBmujnn1:1601671264367;GYCKbAFDDSMaBvGvGA2nnxMX6Tj2:1601680879034;GYCKbAFDDSMaBvGvGA2nnxMX6Tj2:1601681460561;GYCKbAFDDSMaBvGvGA2nnxMX6Tj2:1601682086586;GYCKbAFDDSMaBvGvGA2nnxMX6Tj2:1601682398644;J4Om8tbxZzYjgjRQn8JExHstuIt1:1601840728486;J4Om8tbxZzYjgjRQn8JExHstuIt1:1601841457869;WhSifplf1lVOhFAtebSbLKm6XD43:1601492286348;WhSifplf1lVOhFAtebSbLKm6XD43:1601492623877;WhSifplf1lVOhFAtebSbLKm6XD43:1601493231479;WhSifplf1lVOhFAtebSbLKm6XD43:1601494048958;WhSifplf1lVOhFAtebSbLKm6XD43:1601494245125;WhSifplf1lVOhFAtebSbLKm6XD43:1601495441882;WhSifplf1lVOhFAtebSbLKm6XD43:1601495696738;WhSifplf1lVOhFAtebSbLKm6XD43:1601495769851;YaRdRSyPx7Z9By3xHIftrhOvUPG3:1601835341615;bNxjjnUzhOcdws3RM79iM6QTXdm2:1601856818424;bNxjjnUzhOcdws3RM79iM6QTXdm2:1601857633211;bNxjjnUzhOcdws3RM79iM6QTXdm2:1601858918499;dUL4ELLXlcPFUmGKA8vw9yhDPsN2:1601745415219;dUL4ELLXlcPFUmGKA8vw9yhDPsN2:1601751668439;eromme8ZjsdqvHMY3joZZCT8FYx2:1601846647223;eromme8ZjsdqvHMY3joZZCT8FYx2:1601847227379;eromme8ZjsdqvHMY3joZZCT8FYx2:1601848741799;eromme8ZjsdqvHMY3joZZCT8FYx2:1601849031798;eromme8ZjsdqvHMY3joZZCT8FYx2:1601849246700;sbYKJHjDTxfRDcukcWU1TdJPjQe2:1601425414539;sbYKJHjDTxfRDcukcWU1TdJPjQe2:1601426046802;sbYKJHjDTxfRDcukcWU1TdJPjQe2:1601426071139;sbYKJHjDTxfRDcukcWU1TdJPjQe2:1601427375567;,4,36
94,"ModeChange,SetCameraView,ModeChange,SetCameraView,ModeChange",4ouIFzngZ7P3RrKC6tvuM9Anw2i1:1601505949297;AjGG1Sd6OFOHeBnc6EUAcBmujnn1:1601668082561;AjGG1Sd6OFOHeBnc6EUAcBmujnn1:1601671734843;GYCKbAFDDSMaBvGvGA2nnxMX6Tj2:1601679749845;GYCKbAFDDSMaBvGvGA2nnxMX6Tj2:1601680192282;GYCKbAFDDSMaBvGvGA2nnxMX6Tj2:1601683316554;J4Om8tbxZzYjgjRQn8JExHstuIt1:1601840397440;J4Om8tbxZzYjgjRQn8JExHstuIt1:1601841578122;J4Om8tbxZzYjgjRQn8JExHstuIt1:1601841603123;J4Om8tbxZzYjgjRQn8JExHstuIt1:1601841714622;J4Om8tbxZzYjgjRQn8JExHstuIt1:1601841847653;J4Om8tbxZzYjgjRQn8JExHstuIt1:1601841896041;J4Om8tbxZzYjgjRQn8JExHstuIt1:1601842388066;WhSifplf1lVOhFAtebSbLKm6XD43:1601491166922;WhSifplf1lVOhFAtebSbLKm6XD43:1601492226354;WhSifplf1lVOhFAtebSbLKm6XD43:1601492399679;WhSifplf1lVOhFAtebSbLKm6XD43:1601495568211;WhSifplf1lVOhFAtebSbLKm6XD43:1601496591476;bNxjjnUzhOcdws3RM79iM6QTXdm2:1601855477275;bNxjjnUzhOcdws3RM79iM6QTXdm2:1601855553221;bNxjjnUzhOcdws3RM79iM6QTXdm2:1601856058504;bNxjjnUzhOcdws3RM79iM6QTXdm2:1601856752426;bNxjjnUzhOcdws3RM79iM6QTXdm2:1601857013422;bNxjjnUzhOcdws3RM79iM6QTXdm2:1601859882279;bNxjjnUzhOcdws3RM79iM6QTXdm2:1601860117207;bNxjjnUzhOcdws3RM79iM6QTXdm2:1601861129194;bNxjjnUzhOcdws3RM79iM6QTXdm2:1601861151381;bNxjjnUzhOcdws3RM79iM6QTXdm2:1601861202279;dUL4ELLXlcPFUmGKA8vw9yhDPsN2:1601751648850;dUL4ELLXlcPFUmGKA8vw9yhDPsN2:1601751730866;eromme8ZjsdqvHMY3joZZCT8FYx2:1601846019868;eromme8ZjsdqvHMY3joZZCT8FYx2:1601847014644;i0lfuYvLE9c9SaySS0HUaKhaj1z2:1601603468201;sbYKJHjDTxfRDcukcWU1TdJPjQe2:1601424769682;sbYKJHjDTxfRDcukcWU1TdJPjQe2:1601425650699;sbYKJHjDTxfRDcukcWU1TdJPjQe2:1601425796158;sbYKJHjDTxfRDcukcWU1TdJPjQe2:1601428289637;sbYKJHjDTxfRDcukcWU1TdJPjQe2:1601428374289;sbYKJHjDTxfRDcukcWU1TdJPjQe2:1601428672148;sbYKJHjDTxfRDcukcWU1TdJPjQe2:1601429300209;sbYKJHjDTxfRDcukcWU1TdJPjQe2:1601430022516;,5,41
95,"ModeChange,SetCameraView,MoveForward,ModeChange",4ouIFzngZ7P3RrKC6tvuM9Anw2i1:1601505917404;4ouIFzngZ7P3RrKC6tvuM9Anw2i1:1601507174504;AjGG1Sd6OFOHeBnc6EUAcBmujnn1:1601668447471;AjGG1Sd6OFOHeBnc6EUAcBmujnn1:1601668941521;AjGG1Sd6OFOHeBnc6EUAcBmujnn1:1601668968253;AjGG1Sd6OFOHeBnc6EUAcBmujnn1:1601669678368;AjGG1Sd6OFOHeBnc6EUAcBmujnn1:1601671354842;GYCKbAFDDSMaBvGvGA2nnxMX6Tj2:1601680090251;GYCKbAFDDSMaBvGvGA2nnxMX6Tj2:1601680968392;GYCKbAFDDSMaBvGvGA2nnxMX6Tj2:1601681558100;GYCKbAFDDSMaBvGvGA2nnxMX6Tj2:1601682459397;GYCKbAFDDSMaBvGvGA2nnxMX6Tj2:1601682852957;GYCKbAFDDSMaBvGvGA2nnxMX6Tj2:1601683815706;J4Om8tbxZzYjgjRQn8JExHstuIt1:1601839617518;J4Om8tbxZzYjgjRQn8JExHstuIt1:1601839659368;J4Om8tbxZzYjgjRQn8JExHstuIt1:1601840091025;J4Om8tbxZzYjgjRQn8JExHstuIt1:1601840523452;J4Om8tbxZzYjgjRQn8JExHstuIt1:1601840815180;J4Om8tbxZzYjgjRQn8JExHstuIt1:1601841525258;WhSifplf1lVOhFAtebSbLKm6XD43:1601491382264;WhSifplf1lVOhFAtebSbLKm6XD43:1601492061410;WhSifplf1lVOhFAtebSbLKm6XD43:1601493769906;WhSifplf1lVOhFAtebSbLKm6XD43:1601494353048;WhSifplf1lVOhFAtebSbLKm6XD43:1601494644317;WhSifplf1lVOhFAtebSbLKm6XD43:1601494937663;YaRdRSyPx7Z9By3xHIftrhOvUPG3:1601835590645;bNxjjnUzhOcdws3RM79iM6QTXdm2:1601855865221;bNxjjnUzhOcdws3RM79iM6QTXdm2:1601856636552;bNxjjnUzhOcdws3RM79iM6QTXdm2:1601856970130;eromme8ZjsdqvHMY3joZZCT8FYx2:1601846348140;eromme8ZjsdqvHMY3joZZCT8FYx2:1601848827582;i0lfuYvLE9c9SaySS0HUaKhaj1z2:1601601290658;sbYKJHjDTxfRDcukcWU1TdJPjQe2:1601425802170;sbYKJHjDTxfRDcukcWU1TdJPjQe2:1601426227294;sbYKJHjDTxfRDcukcWU1TdJPjQe2:1601426269294;sbYKJHjDTxfRDcukcWU1TdJPjQe2:1601427115119;sbYKJHjDTxfRDcukcWU1TdJPjQe2:1601427899976;sbYKJHjDTxfRDcukcWU1TdJPjQe2:1601428017678;sbYKJHjDTxfRDcukcWU1TdJPjQe2:1601428806053;sbYKJHjDTxfRDcukcWU1TdJPjQe2:1601429032551;sbYKJHjDTxfRDcukcWU1TdJPjQe2:1601430010564;sbYKJHjDTxfRDcukcWU1TdJPjQe2:1601430458638;,4,42
96,"MoveForward,ModeChange,SetCameraView,ModeChange",4ouIFzngZ7P3RrKC6tvuM9Anw2i1:1601505942748;4ouIFzngZ7P3RrKC6tvuM9Anw2i1:1601506229204;4ouIFzngZ7P3RrKC6tvuM9Anw2i1:1601507225882;AjGG1Sd6OFOHeBnc6EUAcBmujnn1:1601668946361;GYCKbAFDDSMaBvGvGA2nnxMX6Tj2:1601680618643;GYCKbAFDDSMaBvGvGA2nnxMX6Tj2:1601681562970;J4Om8tbxZzYjgjRQn8JExHstuIt1:1601839676964;J4Om8tbxZzYjgjRQn8JExHstuIt1:1601840044734;J4Om8tbxZzYjgjRQn8JExHstuIt1:1601840067494;J4Om8tbxZzYjgjRQn8JExHstuIt1:1601840394402;J4Om8tbxZzYjgjRQn8JExHstuIt1:1601840502447;J4Om8tbxZzYjgjRQn8JExHstuIt1:1601840634108;J4Om8tbxZzYjgjRQn8JExHstuIt1:1601841125463;J4Om8tbxZzYjgjRQn8JExHstuIt1:1601841174178;J4Om8tbxZzYjgjRQn8JExHstuIt1:1601841539233;J4Om8tbxZzYjgjRQn8JExHstuIt1:1601841563609;J4Om8tbxZzYjgjRQn8JExHstuIt1:1601841971078;J4Om8tbxZzYjgjRQn8JExHstuIt1:1601842342479;J4Om8tbxZzYjgjRQn8JExHstuIt1:1601842433314;J4Om8tbxZzYjgjRQn8JExHstuIt1:1601842698235;WhSifplf1lVOhFAtebSbLKm6XD43:1601492394702;WhSifplf1lVOhFAtebSbLKm6XD43:1601493155261;WhSifplf1lVOhFAtebSbLKm6XD43:1601493308314;WhSifplf1lVOhFAtebSbLKm6XD43:1601494647525;WhSifplf1lVOhFAtebSbLKm6XD43:1601495563552;bNxjjnUzhOcdws3RM79iM6QTXdm2:1601855718086;bNxjjnUzhOcdws3RM79iM6QTXdm2:1601855808227;bNxjjnUzhOcdws3RM79iM6QTXdm2:1601856437815;bNxjjnUzhOcdws3RM79iM6QTXdm2:1601856932123;bNxjjnUzhOcdws3RM79iM6QTXdm2:1601860028793;bNxjjnUzhOcdws3RM79iM6QTXdm2:1601860271678;eromme8ZjsdqvHMY3joZZCT8FYx2:1601846398149;eromme8ZjsdqvHMY3joZZCT8FYx2:1601846998100;eromme8ZjsdqvHMY3joZZCT8FYx2:1601847356934;eromme8ZjsdqvHMY3joZZCT8FYx2:1601850268176;sbYKJHjDTxfRDcukcWU1TdJPjQe2:1601425808267;sbYKJHjDTxfRDcukcWU1TdJPjQe2:1601426433897;sbYKJHjDTxfRDcukcWU1TdJPjQe2:1601428334988;sbYKJHjDTxfRDcukcWU1TdJPjQe2:1601429054951;sbYKJHjDTxfRDcukcWU1TdJPjQe2:1601429468615;sbYKJHjDTxfRDcukcWU1TdJPjQe2:1601429653523;sbYKJHjDTxfRDcukcWU1TdJPjQe2:1601429948263;sbYKJHjDTxfRDcukcWU1TdJPjQe2:1601430019565;sbYKJHjDTxfRDcukcWU1TdJPjQe2:1601430359828;sbYKJHjDTxfRDcukcWU1TdJPjQe2:1601430462279;sbYKJHjDTxfRDcukcWU1TdJPjQe2:1601430621286;,4,46
97,"SetCameraView,ModeChange,SetCameraView,ModeChange",4ouIFzngZ7P3RrKC6tvuM9Anw2i1:1601505951173;4ouIFzngZ7P3RrKC6tvuM9Anw2i1:1601506027818;4ouIFzngZ7P3RrKC6tvuM9Anw2i1:1601507433946;4ouIFzngZ7P3RrKC6tvuM9Anw2i1:1601507614237;AjGG1Sd6OFOHeBnc6EUAcBmujnn1:1601668084186;AjGG1Sd6OFOHeBnc6EUAcBmujnn1:1601671741618;GYCKbAFDDSMaBvGvGA2nnxMX6Tj2:1601679775329;GYCKbAFDDSMaBvGvGA2nnxMX6Tj2:1601679830782;GYCKbAFDDSMaBvGvGA2nnxMX6Tj2:1601680194071;GYCKbAFDDSMaBvGvGA2nnxMX6Tj2:1601682230708;GYCKbAFDDSMaBvGvGA2nnxMX6Tj2:1601682487349;GYCKbAFDDSMaBvGvGA2nnxMX6Tj2:1601683322294;J4Om8tbxZzYjgjRQn8JExHstuIt1:1601840398440;J4Om8tbxZzYjgjRQn8JExHstuIt1:1601841579429;J4Om8tbxZzYjgjRQn8JExHstuIt1:1601841603953;J4Om8tbxZzYjgjRQn8JExHstuIt1:1601841712268;J4Om8tbxZzYjgjRQn8JExHstuIt1:1601841848530;J4Om8tbxZzYjgjRQn8JExHstuIt1:1601841906774;J4Om8tbxZzYjgjRQn8JExHstuIt1:1601842388832;WhSifplf1lVOhFAtebSbLKm6XD43:1601491147114;WhSifplf1lVOhFAtebSbLKm6XD43:1601491926254;WhSifplf1lVOhFAtebSbLKm6XD43:1601492229037;WhSifplf1lVOhFAtebSbLKm6XD43:1601492400774;WhSifplf1lVOhFAtebSbLKm6XD43:1601495569402;WhSifplf1lVOhFAtebSbLKm6XD43:1601496453116;WhSifplf1lVOhFAtebSbLKm6XD43:1601496592364;bNxjjnUzhOcdws3RM79iM6QTXdm2:1601855481722;bNxjjnUzhOcdws3RM79iM6QTXdm2:1601855508850;bNxjjnUzhOcdws3RM79iM6QTXdm2:1601855551095;bNxjjnUzhOcdws3RM79iM6QTXdm2:1601856059967;bNxjjnUzhOcdws3RM79iM6QTXdm2:1601856753197;bNxjjnUzhOcdws3RM79iM6QTXdm2:1601857017100;bNxjjnUzhOcdws3RM79iM6QTXdm2:1601859884029;bNxjjnUzhOcdws3RM79iM6QTXdm2:1601860118924;bNxjjnUzhOcdws3RM79iM6QTXdm2:1601860126931;bNxjjnUzhOcdws3RM79iM6QTXdm2:1601861130037;bNxjjnUzhOcdws3RM79iM6QTXdm2:1601861143658;bNxjjnUzhOcdws3RM79iM6QTXdm2:1601861152164;bNxjjnUzhOcdws3RM79iM6QTXdm2:1601861199946;dUL4ELLXlcPFUmGKA8vw9yhDPsN2:1601751643326;dUL4ELLXlcPFUmGKA8vw9yhDPsN2:1601751733567;eromme8ZjsdqvHMY3joZZCT8FYx2:1601846026619;eromme8ZjsdqvHMY3joZZCT8FYx2:1601847016070;i0lfuYvLE9c9SaySS0HUaKhaj1z2:1601603469649;sbYKJHjDTxfRDcukcWU1TdJPjQe2:1601424777285;sbYKJHjDTxfRDcukcWU1TdJPjQe2:1601425704267;sbYKJHjDTxfRDcukcWU1TdJPjQe2:1601425745260;sbYKJHjDTxfRDcukcWU1TdJPjQe2:1601425797959;sbYKJHjDTxfRDcukcWU1TdJPjQe2:1601428079180;sbYKJHjDTxfRDcukcWU1TdJPjQe2:1601428293889;sbYKJHjDTxfRDcukcWU1TdJPjQe2:1601428376340;sbYKJHjDTxfRDcukcWU1TdJPjQe2:1601428669298;sbYKJHjDTxfRDcukcWU1TdJPjQe2:1601428681548;sbYKJHjDTxfRDcukcWU1TdJPjQe2:1601429301909;sbYKJHjDTxfRDcukcWU1TdJPjQe2:1601429307809;sbYKJHjDTxfRDcukcWU1TdJPjQe2:1601429675421;sbYKJHjDTxfRDcukcWU1TdJPjQe2:1601430024715;,4,57
